LOAD_TYPE,OPR_DT,OPR_INTERVAL,MARKET_RUN_ID,TAC_AREA_NAME,LABEL,XML_DATA_ITEM,POS,HE01,HE02,HE03,HE04,HE05,HE06,HE07,HE08,HE09,HE10,HE11,HE12,HE13,HE14,HE15,HE16,HE17,HE18,HE19,HE20,HE21,HE22,HE23,HE24,HE25,date,
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21601,20908,20405,20208,20276,20802,21201,21866,22443,23266,23874,24059,23982,23936,23876,23907,24080,24472,26930,27232,26370,24812,22798,21401,,10/1/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21882,21137,20760,20769,21477,23378,25809,26993,28150,29126,29910,30152,30210,30255,30235,30215,29792,28886,30015,30886,29570,27663,25110,23398,,10/2/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21270,20881,20408,20219,20435,21163,21773,22554,23970,24926,25431,25500,25530,25469,25479,25456,25411,25564,27669,27441,26543,25167,23621,21869,,10/3/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20133,19476,19326,19482,20350,22281,25069,26184,27166,27982,28371,28245,27918,27333,26845,26616,26623,26962,29205,29215,28280,26645,24176,22160,,10/4/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,22281,21729,21276,21223,21902,23682,25506,26559,28033,29460,30577,30949,30977,31240,31263,31178,30626,29454,30231,30283,29387,27935,25737,23939,,10/5/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,22608,21627,21084,20870,21015,21544,22251,23303,24549,25511,26360,26574,26760,26801,26932,26920,26774,26410,28048,28258,27363,25814,24125,22554,,10/6/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21032,20295,20357,20026,20798,22720,25731,26767,27479,28185,28809,28931,28709,28509,28176,27910,27698,27738,29834,29448,28085,26267,24011,22355,,10/7/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20701,19935,19404,19207,19270,19756,20444,21059,22397,23446,24031,24189,24106,24118,24160,24262,24398,24829,27489,27475,26521,24844,22842,21087,,10/8/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20979,20279,19951,20044,20799,22457,24950,25745,26703,27228,27683,27821,28044,28243,28156,27883,27473,27151,29201,29184,27885,25906,23546,22048,,10/9/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21480,21078,20852,20661,21288,22812,25874,26874,27797,28793,29711,30090,30384,30646,30609,30661,30218,29549,31409,30959,29591,27809,25486,23571,,10/10/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,23620,22651,22090,22060,22857,24838,27016,28440,30023,31456,32734,33367,34160,34677,34981,34984,34329,32960,33152,33113,31231,29006,26273,24524,,10/11/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21506,20957,20585,20560,20968,22858,25291,26239,27227,28133,28715,28864,28727,28531,28220,27985,27570,27267,29438,29827,28867,26981,24429,22466,,10/12/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,22205,21403,21021,20993,21673,22939,25243,26364,27740,29001,29924,30422,30973,31435,31759,32042,31776,30756,31489,31964,30709,28442,25752,23563,,10/13/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21441,20753,20352,20409,21266,23267,25792,26964,28022,28646,29052,29126,28769,28179,27623,27532,27369,27689,29306,29362,28421,26682,24158,22209,,10/14/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,22095,21576,21059,21041,21726,23493,25766,26655,28066,29405,30358,31408,32028,32664,33025,33215,32790,31566,32502,31485,29944,28226,25993,23997,,10/15/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,22620,21562,21210,20971,21067,21686,22510,23255,24565,26068,27265,28255,29213,29803,30188,30556,30379,29846,31157,30261,28853,27080,25072,23265,,10/16/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,23092,22298,21860,21814,22480,24106,26632,27799,28949,29835,30322,30489,30552,30698,30614,30241,29437,28851,30056,30575,29511,27565,25196,23076,,10/17/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20085,20060,19787,19876,20669,22412,25071,25985,27150,28397,29456,30120,30752,31291,31422,31234,30607,30170,31836,31034,29239,27101,24584,23048,,10/18/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20775,20373,19959,20326,20662,22508,24892,25717,26735,27885,28891,29493,30048,30509,30339,30290,29879,29165,30651,29918,28610,27016,24535,22493,,10/19/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20804,19986,19419,19195,19267,19697,20512,21036,21985,23059,23937,24580,25066,25447,25864,26174,26451,26820,29129,28473,27269,25426,23134,21227,,10/20/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20197,19778,19578,19848,20792,22958,24680,26032,27332,28634,29220,29582,29882,30185,29859,29343,29522,31484,30515,29321,27641,25208,23224,21822,,10/21/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21830,21117,20649,20426,20616,21220,22211,23031,24388,25337,25797,25225,25295,25266,25257,25403,25559,25996,27256,26356,25660,24526,23370,22151,,10/22/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21925,21215,20696,20334,20287,20643,21390,21942,22977,24288,25195,25853,26170,26675,26796,26811,26803,27045,29288,28715,27647,25677,23419,21719,,10/23/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21317,20687,20384,20478,21264,23291,25289,26638,27692,28381,28918,28907,28562,28567,28301,28062,28813,30912,30176,29042,27472,25304,23469,22378,,10/24/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21097,20566,20615,20863,21311,23310,25023,26429,27259,28020,28279,28154,27924,27698,27518,27181,27922,29838,28858,27823,26661,25017,23401,22146,,10/25/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20952,20221,20003,20059,20486,22343,25235,26140,27019,27850,28633,28870,29246,29160,29128,28882,28514,28260,30309,29802,28544,26737,24112,21995,,10/26/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21394,20217,19981,19931,20211,20654,20361,21601,22787,23715,24363,24833,25134,25364,25537,25722,26684,29202,28640,27680,26201,24091,22292,21076,20637,10/27/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21125,20480,20180,20325,20755,22884,25053,26349,27466,28489,29153,29600,30045,30207,29899,29455,29582,31413,30516,29385,27711,25434,23189,22020,,10/28/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20987,20365,20015,20146,20975,23089,25460,26573,27458,28230,28662,28491,28178,28072,27823,27571,28729,30599,29819,28882,27337,25039,23366,21752,,10/29/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21791,20945,20648,20729,21470,23189,26010,26690,27262,27836,28122,27883,27373,26976,26648,26402,26344,27054,29426,28973,28311,26700,24537,22615,,10/30/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20495,19837,19386,19418,20193,22149,25038,25818,26843,27760,28457,28666,28832,28884,28616,28472,28216,28042,30239,29987,28707,26557,23844,21805,,10/31/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,22055,21235,20914,20891,21621,23285,25787,26256,27101,27666,28070,28109,28149,28028,27555,27154,26928,27757,29652,29040,27960,26442,24100,22208,,11/1/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21079,20742,20457,20581,21448,23079,25737,26720,27715,28601,29161,29293,29409,29202,28787,28476,28040,28155,30159,29587,28226,26318,23794,22135,,11/2/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20951,20252,19870,19931,20665,22693,25302,26244,27219,28182,28986,29363,29711,29988,29967,29783,29302,28880,30990,30407,29024,26922,24199,22051,,11/3/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21403,20430,19919,19686,19862,20587,22024,22349,23529,24687,25519,25983,26325,26418,26601,26605,26535,26617,28525,27974,26962,25420,23489,22101,,11/4/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21707,21281,21013,21031,21796,23255,25965,26665,27293,27736,27965,27890,27857,27536,27211,27015,26685,26944,28623,28016,27395,26044,24409,22863,,11/5/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21398,20755,20357,20383,21207,23247,26517,27161,27658,28092,28349,28109,27621,27294,26891,26583,26388,26992,29438,28985,28208,26707,24634,22612,,11/6/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21853,21152,20816,20561,21425,23229,25490,26689,27580,28283,28669,28634,28616,28443,27907,27746,28948,30625,30070,29151,27853,25689,23513,22637,,11/7/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21483,21169,20919,21446,22132,24033,26304,27223,27835,28288,28635,28849,28890,28854,28369,27842,29143,30555,29914,29181,27807,25656,23609,22285,,11/8/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21362,20614,20227,20120,20278,21121,22027,23063,24341,24722,25060,25090,24759,24432,24128,24262,25724,28013,27519,26777,25919,24442,23026,21812,,11/9/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20376,20105,20176,20108,19829,20262,20474,21750,22627,23402,23893,24030,24041,24004,24009,24193,25996,28580,28241,27592,26351,24555,22676,21391,,11/10/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21366,20607,20714,20754,20694,21202,21410,22234,23429,24017,24139,24183,24103,24290,24088,23768,26058,28211,27993,27446,26376,24702,23243,22009,,11/11/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21666,21000,20711,20743,21417,23153,25181,26455,27279,27786,27983,27900,27457,27291,27031,26816,28574,30210,29631,28835,27786,25995,24136,22279,,11/12/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21038,20232,19794,19665,19933,20276,21125,21673,22509,23441,23978,24210,23907,23561,23175,22749,23636,24238,23734,23366,22945,22101,21400,20408,,11/13/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20924,20353,20246,20111,20020,20553,21046,21901,22923,23527,23883,23951,23930,23830,23858,24086,26272,28713,28437,27839,26709,24976,23072,21750,,11/14/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21579,20886,20952,20801,20817,22818,24939,26616,27308,27795,28010,27952,27861,27812,27561,27351,28844,30618,29962,29307,27999,25844,23731,22144,,11/15/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21434,20835,20528,20635,21517,23270,24750,25903,26788,27460,27796,27777,27504,27359,26991,26688,28248,29669,28854,28050,26947,25282,23706,22053,,11/16/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21212,20745,20585,20803,21517,23501,25710,26867,27656,28169,28396,28426,28567,28280,27898,27695,28825,30776,30238,29501,28065,25862,23806,22224,,11/17/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21610,20903,20484,20328,20642,21355,21812,22613,23725,24403,24626,24528,24298,23991,23641,23688,25427,27411,26960,26284,25687,24323,23162,21937,,11/18/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21165,20652,20502,20660,21269,23090,25128,26423,27336,27803,28039,28069,27939,27839,27412,26898,28652,30473,29913,29087,27796,25720,24179,22843,,11/19/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20233,19763,19586,19743,20669,22975,25164,26409,27365,28154,28578,28916,28656,28609,28079,27741,29152,31100,30369,29343,27753,25458,23297,22095,,11/20/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21763,21036,20697,20759,21486,23157,24556,25950,27333,28238,28661,28694,28760,28573,28091,27844,29059,30710,30031,29081,27654,25422,23399,22201,,11/21/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21538,20903,20863,20953,22379,23775,25881,26897,27620,28309,28680,28568,28562,28264,27843,27343,28751,29965,29198,28293,27175,25521,23832,22525,,11/22/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21523,20831,20547,20682,21495,23671,25400,26579,27594,28374,28924,29266,29298,29241,28697,28301,29747,30979,30134,29217,27755,25716,23693,22461,,11/23/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21967,21332,21053,20582,21056,23045,25029,26298,27119,27706,27870,28051,27839,27499,26945,26886,28123,29525,28850,27919,26810,25185,23496,22405,,11/24/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21905,21253,20988,21170,21888,24107,26382,27199,27720,28107,28297,28200,28201,28161,27972,27541,28906,30536,29933,29122,27911,25755,23783,22193,,11/25/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,22054,21355,21267,21159,21581,22435,22747,23844,24512,25212,25326,25170,24532,24221,23965,24169,26213,28009,27542,26888,25991,24620,23613,22451,,11/26/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,22740,21973,21607,21698,22582,24494,27077,28250,28880,29220,28996,28663,28315,28215,28017,28526,30891,31913,31284,30444,29249,27431,25682,23741,,11/27/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,22922,22462,22231,22539,23903,25952,28415,29107,29487,29336,29129,28596,28299,27997,27731,29159,31007,33552,33475,33392,30707,29690,26648,24304,,11/28/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,22211,21666,21320,21347,21856,24338,27016,27879,28076,28065,28022,27751,27655,27352,27036,27263,30401,32168,31852,31292,29979,27693,25330,23067,,11/29/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20109,19620,19414,19520,19819,20679,21256,21861,22710,23580,23816,23755,23669,23592,23511,23710,26039,27305,26862,26135,25189,23908,22771,21347,,11/30/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20379,19904,19909,19858,19838,20408,20842,21547,22297,23071,23490,23423,23250,23064,22905,22977,25338,27070,26761,26267,25490,24192,22859,21507,,12/1/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21937,21283,21028,21216,22210,24334,26660,27722,28067,28166,27936,27560,27306,27054,26591,26510,29414,30497,29848,29182,28157,26680,24825,22866,,12/2/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21463,21230,20986,21136,21644,23438,26154,27080,27442,27788,27455,27198,27055,26892,26483,26713,29716,31928,31767,31342,30090,27648,25350,23258,,12/3/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,23416,23011,22748,22947,23976,26128,28803,29423,29445,29318,29013,28520,27971,27711,27538,27994,31210,33381,33279,32704,31528,29261,26770,24581,,12/4/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21851,21189,20825,20989,21917,24107,26673,27648,28035,28111,27987,27788,27520,27257,26946,26944,29447,31186,30867,30383,29150,26970,24813,22838,,12/5/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21362,20639,20202,19932,20480,20639,20987,21775,22698,23536,23892,23967,23872,23799,23805,24274,27408,29384,29254,28902,28165,26058,23825,22430,,12/6/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,22413,21434,20871,20646,20988,21101,21907,23128,24792,25916,26323,26377,26102,25612,25790,26307,28586,29657,28995,28326,27418,25938,24300,22763,,12/7/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21389,21019,20741,20928,21472,23771,26531,27660,28139,28351,28209,27924,27578,27228,26873,27007,29694,31341,31032,30423,29194,27001,24635,22702,,12/8/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20605,19919,19543,19406,19667,20065,20081,20915,21824,22397,22786,22815,22798,22731,22736,22958,25667,27759,27620,27118,25987,24075,22347,20997,,12/9/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20725,20239,19743,19992,21072,23235,25330,26307,26797,27218,27482,27472,27358,27297,26967,26875,29047,30895,30404,29640,28322,26167,23927,22255,,12/10/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21946,21168,20738,20655,21017,21854,22600,23481,24724,25251,25185,24915,24557,24080,24008,24475,27302,28861,28711,28218,27405,25884,24360,22602,,12/11/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21787,20987,20822,20386,20677,21212,21509,22539,23710,24446,24783,24750,24348,24115,24160,24972,28244,29939,29911,29489,28288,26066,23902,22009,,12/12/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,23415,22611,22338,22489,23459,25642,28286,28942,29212,29207,29045,28522,28129,27887,27688,27983,31124,32838,32559,31916,30574,28317,25843,23669,,12/13/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21910,21121,20788,20943,21815,23810,26484,27243,27773,27987,28070,27829,27530,27396,27108,27220,29782,31926,31531,30993,29857,27633,24990,23101,,12/14/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21315,20965,21034,20881,21591,23660,26076,27134,27525,27769,27762,27513,27428,27276,26819,26738,29238,30844,30626,29906,28605,26426,24263,22191,,12/15/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21629,21157,21273,21427,21999,24074,27025,28202,28862,29354,29487,29366,29355,29020,28549,29077,31555,33479,32870,32435,31021,28748,25934,23806,,12/16/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20983,20077,19940,19775,19661,20436,21348,22296,23277,24031,24109,23981,23795,23616,23569,23928,26680,28895,28784,28309,27393,25876,23971,21870,,12/17/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21358,20537,20541,20507,20842,22630,24152,25409,26562,27237,27461,27281,26805,26500,26173,26240,28284,30401,30021,29241,28233,26442,24541,22348,,12/18/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20452,19699,19588,19577,19852,19873,20609,20870,22024,22880,23242,23202,22944,22671,22498,22658,24349,26828,26774,26246,25476,24160,22901,21291,,12/19/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,22901,22001,21705,21823,22841,24555,26211,27308,28056,28114,27997,27396,26922,26428,26008,25951,28382,31272,31071,30621,29787,28220,26362,24023,,12/20/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20239,19627,19776,19679,20688,22859,25587,26750,27278,27309,27322,27357,27043,26768,26417,26038,27555,30503,30083,29352,28141,25993,23966,22432,,12/21/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20314,19533,19131,18989,19231,19675,20082,20673,21624,22329,22671,22727,22594,22464,22414,22591,24660,27646,27450,26956,25901,24044,22463,20946,,12/22/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21072,20347,20452,20574,21009,22235,23839,25109,26166,26926,27198,27109,26838,26594,26037,25956,28324,30705,30364,29679,28545,26678,24655,22848,,12/23/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,22443,21632,21440,21590,22081,23515,25402,26587,27592,27898,27854,27652,27054,26712,26439,26531,29081,31950,31784,31306,30324,28490,26459,23992,,12/24/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21519,20557,20078,19948,20300,21021,21847,22959,24358,25126,25338,25201,24914,24528,24222,24442,26970,29117,28788,28168,27318,25843,24414,22380,,12/25/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21509,20523,19862,19556,19646,19897,20015,20298,21557,21927,22354,22516,22379,22113,21928,22208,24043,26637,26338,25878,25088,23772,22764,21066,,12/26/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21793,20893,20709,20506,20365,21036,21602,22400,22989,23107,22803,22467,22091,21666,21325,21365,23318,25577,25573,25475,25197,24297,23290,21647,,12/27/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21123,20380,20075,20015,20023,20731,21247,22165,23422,24176,24593,24548,24187,23537,23193,23482,26089,28366,28247,27825,27091,25697,24294,22311,,12/28/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,22112,21320,21005,21124,21777,23762,26572,27401,27716,27908,27973,27783,27580,27479,27322,27166,29646,31781,31370,30771,29622,27476,25214,22844,,12/29/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21555,20895,20729,20881,21494,23615,26168,27155,27702,27973,27886,27616,27344,27145,26654,26533,29063,31084,30426,29574,28490,26797,25107,22820,,12/30/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21580,20986,20795,20775,21300,22581,24226,25342,26371,26696,26980,26695,26500,26389,25968,25944,28223,30521,30196,29510,28441,26579,24589,22495,,12/31/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21211,20329,19935,19933,20491,21785,23022,23903,24926,25524,25653,25332,24787,24457,24087,24160,26309,28815,28007,26790,25556,24199,23570,22500,,1/1/2010,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21191,21258,20984,20747,21273,23125,24738,26097,27395,28039,28232,28039,27738,27544,27162,27319,29775,31742,31391,30634,29505,27597,25361,22986,,1/2/2010,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21297,20645,20357,20557,21485,23453,26079,27023,27577,27705,27624,27520,27268,27064,26642,26497,28094,30526,30154,29391,28114,26023,24065,22335,,1/3/2010,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21392,20683,20260,20112,20313,20685,21073,21566,22562,23125,23364,23313,23098,22856,22785,23076,25785,28239,28226,27779,26846,25178,23398,21745,,1/4/2010,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,22530,21609,21259,21198,21836,23070,24420,25437,26193,26345,26140,25575,24930,24427,24044,24161,26537,28636,27751,26965,26327,25444,24545,22947,,1/5/2010,1
