LOAD_TYPE,OPR_DT,OPR_INTERVAL,MARKET_RUN_ID,TAC_AREA_NAME,LABEL,XML_DATA_ITEM,POS,HE01,HE02,HE03,HE04,HE05,HE06,HE07,HE08,HE09,HE10,HE11,HE12,HE13,HE14,HE15,HE16,HE17,HE18,HE19,HE20,HE21,HE22,HE23,HE24,HE25,date,
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,24560,23769,22849,22097,22754,24500,26283,28722,30492,31743,33285,34167,35057,35989,36654,35274,34736,35731,34680,33410,32874,30938,28267,25444,,12/22/2008,
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20006,19568,19425,19597,20273,20821,21808,23324,27339,27837,28186,28279,28611,27016,27059,29517,30702,32186,33327,33025,34548,34375,34297,33154,,12/23/2008,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,26890,26890,26890,26890,26890,26890,26890,26890,26890,26890,26890,26890,26890,26890,26890,26890,26890,26890,26890,26890,26890,26890,26890,26890,,12/24/2008,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,23840,22866,22131,21800,21851,22351,23726,25832,,28948,29436,26328,26468,34347,34585,34624,34494,34388,34573,34900,34694,34246,23838,25450,,12/25/2008,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,31474,31474,31474,31474,31474,31474,31474,31474,31474,31474,31474,31474,31474,31474,31474,31474,31474,31474,31474,31474,31474,31474,31474,31474,,12/26/2008,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21449,21317,21604,22698,23983,25074,25815,26345,26723,26532,26529,26221,25901,25765,25760,26185,29346,30098,29489,28344,26156,23186,22253,21522,,12/27/2008,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20101,19523,19321,19297,19760,21705,24846,26716,28030,28701,29223,29591,29707,29608,29378,29894,31944,31163,30128,28660,26668,24094,21935,20983,,12/28/2008,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,23660,22743,21954,21938,22427,23485,25270,27381,28675,28121,31652,32413,33186,34176,35000,35369,26229,34026,33286,33299,35625,29137,28258,31474,,12/29/2008,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20457,19619,19341,20003,21982,24005,25724,26925,27941,28678,29016,29233,29447,29412,29188,29900,31371,31149,30124,28902,26685,24287,22000,20388,,12/30/2008,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,19721,19629,19598,20125,21988,24621,25971,26890,27729,28400,28685,28730,28979,28815,28504,29154,31319,30894,30038,28799,26649,24172,21996,20667,,12/31/2008,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,26890,26890,26890,26890,26890,26890,26890,26890,26890,26890,26890,26890,26890,26890,26890,29956,32263,31041,29537,28400,26354,24314,22413,20808,,1/1/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,22520,22766,21313,22748,23268,25219,25665,23964,24069,23660,23818,23775,23598,23423,28418,23302,30777,28368,29493,27666,25166,23290,22850,21653,,1/2/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,23718,22544,21908,21829,22479,23782,25372,27613,29202,30809,32152,33039,33720,34459,34957,35194,35123,37506,36131,34971,34143,31953,28703,25845,,1/3/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,31474,31474,31474,31474,31474,31474,31474,31474,31474,31473,22408,26448,26570,26076,25870,26591,29493,29864,29616,28329,26369,23933,21879,21307,,1/4/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,19915,19437,19345,19458,19745,21958,25018,26834,28688,29954,30483,30901,31038,31024,30572,31007,31811,32586,32196,31444,29876,27857,25243,22445,,1/5/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20228,19251,18895,,19891,20467,21534,23200,24690,25624,26356,26724,26544,26426,26405,26865,26890,26890,26890,26890,26890,26890,26890,26890,,1/6/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,32314,33722,34396,35282,38388,40925,42267,43146,33045,31278,28387,27756,27401,27139,26855,26606,27869,30822,29511,27945,26725,26118,24783,23765,,1/7/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20892,20730,20965,21604,23317,24560,25014,25648,26225,26398,26091,25786,25466,25319,25394,4139,4623,30814,29675,28540,26253,23864,21550,20625,,1/8/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,30723,30723,30723,30723,30723,30723,30723,30723,30723,30723,30723,30723,30723,30723,30723,30723,30723,30723,30723,30723,30723,30723,30723,30723,,1/9/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,30723,30723,30723,30723,30723,30723,30723,30723,30723,30723,30723,30723,30723,30723,36585,36889,36640,35730,34436,33593,32997,31466,28122,25544,,1/10/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,18949,18429,18248,,19338,19938,20972,22409,25630,28854,28898,27792,27561,27496,27288,27325,29045,30169,29665,29336,28092,26232,23821,21942,,1/11/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21265,20298,20122,20075,20583,21104,22047,22976,23993,24898,24868,24708,27617,27092,27262,27650,29951,30311,29528,26897,25732,24361,23072,21855,,1/12/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,23133,22035,22199,22371,23759,25810,27644,28126,28297,28314,28430,27695,27576,27642,27435,27294,28531,30663,30600,29961,28814,26776,24659,22901,,1/13/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21983,21493,21372,21715,22951,25302,27459,28022,28267,28196,28450,28205,28163,27926,27501,27313,28157,30266,30125,29413,28159,26022,23974,22126,,1/14/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21656,21302,21156,21477,22765,24811,26482,27020,27374,27822,28016,27698,25622,27368,26773,26456,27006,28792,28849,28355,26741,25741,24641,22368,,1/15/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21101,20117,19905,19985,20090,20452,20614,21342,22241,22739,22696,22785,22798,22765,22783,22739,22569,22765,22819,22782,22655,22743,22785,22713,,1/16/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,22710,22662,22676,2624,22766,22843,22576,22636,25247,29231,27836,27492,27436,27230,26900,26673,28120,30032,29536,28662,27217,25138,23000,21613,,1/17/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21021,21088,20248,20373,21404,23792,25925,26460,26787,27709,28041,29600,27557,28588,28276,28180,29252,30612,30226,29537,27925,25666,23562,21805,,1/18/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20447,20021,19566,19321,19708,19946,20065,20540,23891,28512,22760,22513,22645,22610,22388,22448,23343,26250,26616,26045,25213,24289,22605,19968,,1/19/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21054,20327,20128,20330,21707,23757,25706,26570,27448,28145,28489,28314,28239,28157,27862,27726,29075,30591,30300,29362,27924,25555,22846,22131,,1/20/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,22463,21851,21315,20943,21458,23107,25313,26296,27063,27489,28001,28006,28179,27705,27435,27514,29062,30424,29880,29278,28175,24397,24139,22728,,1/21/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21930,22019,21965,22447,24004,26647,28562,28751,28639,29102,28869,28502,28208,28048,27660,27516,27203,27489,28616,30763,30461,29466,26983,24840,,1/22/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21202,20633,20673,20556,21908,23439,25830,26735,27260,27754,28271,28092,28253,28411,27865,28093,29520,31187,30024,29155,28407,26927,23240,22064,,1/23/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21343,20984,20888,20307,20748,21281,22169,23133,25637,24376,24176,24108,23925,23633,23475,23396,24142,26392,26729,26000,25084,23717,22552,21572,,1/24/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20955,20123,20078,20642,20154,20200,20749,21670,22703,23187,23353,23769,23516,23224,23159,26645,29310,28318,28084,27463,26349,24126,22145,20724,,1/25/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20525,20260,20197,20668,22047,24223,26219,27080,27529,28230,28447,28096,24048,23173,25722,27419,26875,30564,30698,26304,28562,26527,24351,23123,,1/26/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21683,21236,20815,20464,20954,22569,25647,26526,26844,27660,27973,27862,28012,27898,27768,27563,27728,28788,30303,29473,28598,27440,26005,24088,,1/27/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21272,20620,20392,20720,22902,24199,26234,26884,27475,28182,28431,28420,21005,27885,27859,27829,29358,30578,30266,29700,28283,25960,23739,22196,,1/28/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21723,21144,20761,20750,20912,22676,25231,26483,27161,28324,27853,27797,27468,27458,27086,26607,26974,29148,29515,29391,29333,29346,24441,21903,,1/29/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20982,20471,20190,20413,21650,24132,26309,27136,27699,28133,28533,28548,28542,26323,28046,28074,28912,27997,29687,29019,27444,25185,22872,21784,,1/30/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20615,21149,21298,21498,22749,24969,27139,27787,28166,28512,28706,28067,28610,28988,28646,28279,28771,30752,30734,30191,29822,29297,25484,22392,,1/31/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,27530,27530,27530,27530,27530,27530,27530,27530,27530,27530,27530,27530,27530,27530,27530,27530,27530,27530,27530,27530,27530,27530,27530,27530,,2/1/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,,2/2/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,27530,27530,27530,27530,27530,27530,27530,27530,27530,27530,27530,27530,27530,27530,27530,27530,27530,27530,27530,27530,27530,27530,27530,27530,,2/3/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,27530,27530,27530,27530,27530,27530,27530,27530,27530,25786,26941,26968,26797,26855,26324,26894,27273,29913,29948,29484,29894,28255,25855,23546,,2/4/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20085,19441,19534,19598,20054,20633,20755,21647,22420,22846,22914,22695,22445,22200,26696,27321,29519,27828,27654,27182,25802,24214,22387,20931,,2/5/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,,2/6/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20287,,,,,,,,22031,22440,22582,22592,22652,22515,22526,22640,23831,26763,26729,26268,24396,22807,21183,20150,,2/7/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20372,20002,19880,20234,21565,24236,16805,14071,28491,28824,28931,28944,28847,28738,28464,28646,29286,31344,30851,29947,28157,25748,23282,21405,,2/8/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20264,19692,19512,19870,21042,23417,25194,26103,26585,27152,27241,27087,26861,26676,26308,25929,26543,28625,28254,27765,26689,24928,23049,19987,,2/9/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20007,19622,19310,19361,19903,20782,21429,22578,23599,24214,23887,21176,25834,23490,22743,23220,24342,27080,26995,26341,25308,23923,22361,20818,,2/10/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,22355,21840,20372,20941,21580,22502,23066,24286,27954,28104,26298,24450,26383,23335,22917,23189,24223,26949,27141,26559,25770,24475,21722,20348,,2/11/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20081,19990,19777,1928,20453,22157,23327,24809,25848,26620,27220,27005,26485,25910,25622,26128,28123,29838,30161,29592,28544,27026,24968,23086,,2/12/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21907,21239,20812,21019,19677,21336,24058,26364,26890,27298,29065,28803,28717,28421,28121,28052,28682,31223,31252,30579,29126,26827,25825,25825,,2/13/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21026,20484,20158,20299,20850,21336,21592,22502,23271,23741,23885,23796,23593,23149,23337,23337,24470,26391,27008,26561,25584,24443,22481,21674,,2/14/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,19766,19527,19471,19972,21527,23887,25783,26495,26967,27308,23938,23347,27132,27261,26896,26559,27129,29638,29556,28734,27286,24995,23025,21165,,2/15/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20191,19658,19549,19980,21322,23677,25819,26831,27496,27530,27530,27530,27530,27530,27530,27530,27530,27530,27530,27530,27530,27530,27530,27530,,2/16/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20682,20161,20693,20874,22497,24986,26879,27583,28130,28509,28714,28574,28045,27633,28251,28029,28714,19040,14568,20621,27244,25224,23056,21221,,2/17/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,27530,27530,27530,27530,27530,27530,27530,27530,27530,27530,27530,27530,27530,27530,27530,27530,27530,27530,27530,27530,27530,27530,27530,27530,,2/18/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20692,19759,19727,19746,20002,20229,26017,26740,27099,23430,23093,23060,22607,22294,25691,26096,25042,27610,28101,27643,26523,23969,21785,20509,,2/19/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,,,,25825,25825,25825,25825,25825,25825,25825,,2/20/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,,2/21/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,27957,25965,23530,21789,,2/22/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20920,20450,20088,20139,21149,23373,25266,26203,26768,27005,27062,26891,26644,26430,25799,25504,25645,27160,28624,27995,27007,25410,23437,21621,,2/23/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,19894,19271,,18974,19037,19403,20155,20321,21321,22067,22536,22614,22525,22264,22033,21950,22171,22708,24490,26691,26157,24483,22721,20679,,2/24/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,,2/25/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,,2/26/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,,2/27/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,,2/28/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,25825,25825,,,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,,3/1/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,,3/2/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,,3/3/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20889,20401,20183,20282,21245,23482,26552,27352,27665,27808,27715,27438,27119,26953,26535,26112,25907,25959,27200,28918,28058,26099,23820,21794,,3/4/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,25825,25825,25825,,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,,3/5/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,,3/6/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21069,20507,20233,20481,21426,23709,26970,27567,27724,27720,27573,27345,27020,26786,26405,26059,25829,25796,27089,29195,28365,26562,24154,22168,,3/7/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,25825,25825,25825,25825,,25825,25825,25825,25825,25825,,25825,25825,25825,25825,25825,,25825,25825,25825,25825,25825,25825,25825,,3/8/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,25825,25825,25825,,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,25825,,25825,,3/9/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20654,20131,19771,19726,20104,21019,20939,22027,23015,23504,23568,23397,23091,22732,22464,22373,22807,24536,26453,25973,25208,23789,22494,20967,,3/10/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,19543,18935,18685,18916,19840,22012,25174,26408,27016,27415,27460,27280,27072,26728,26277,25915,25714,25963,27361,29287,28520,26696,24319,22253,,3/11/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20471,19798,19351,19132,19355,19998,20591,21366,22831,23795,24128,24115,23868,23544,23335,23227,23376,23585,24438,26032,25481,24270,22915,21310,,3/12/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20784,20297,19997,20177,21101,23421,26025,26769,27087,27338,27547,27499,27376,27333,27050,26708,26409,26130,26458,28687,27745,25703,23454,21518,,3/13/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20785,20105,19750,19873,20701,22855,24764,25846,26578,27112,27571,27723,27732,27767,27499,27200,26876,26475,26593,28884,27910,25880,23231,21180,,3/14/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20129,19407,18918,18756,18832,19405,20208,20667,21982,22821,23133,23270,23166,23040,22849,22655,22934,23583,24878,26920,26196,24583,22655,20780,,3/15/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20742,20076,19807,19763,20563,22665,25272,26063,26760,27429,27992,28348,28659,28912,28792,28550,28187,27736,27897,29557,28423,26184,23944,21899,,3/16/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20235,19482,19337,19140,19246,19583,20018,20749,21928,22954,23265,23409,23242,23044,22794,22649,22811,23385,24576,27228,26816,25250,23139,21273,,3/17/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20316,19739,19391,19456,20360,22361,24715,25611,26415,26975,27316,27422,27331,27382,27217,26897,26642,26317,26592,28851,28025,26059,23569,21596,,3/18/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20118,19440,19057,18810,18905,19485,19880,20662,22043,22707,23198,23498,23413,23309,23183,23165,23409,24050,24971,27166,26581,24856,22574,20909,,3/19/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,19788,19262,19029,19208,20079,22321,24995,26131,26732,27170,27382,27429,27378,27359,27082,26733,26463,26347,26912,28950,27864,25731,23586,21576,,3/20/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20382,19907,19605,19927,20913,23219,25783,26820,27324,27511,27606,27363,27135,26850,26361,25975,25718,25760,26451,28956,28135,26102,23884,21915,,3/21/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20494,19793,19519,19632,20553,22691,25189,26258,26818,27277,27632,27688,27720,27841,27604,27250,26913,26524,26629,28691,27757,25606,23197,21392,,3/22/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20197,19508,19071,18907,19107,19830,20133,21102,22486,23487,23803,24182,24213,24142,24070,24059,24048,23979,24291,26359,25570,24350,22672,20939,,3/23/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20012,19428,19214,19449,20250,22381,24478,25850,26593,27119,27498,27579,27471,27557,27254,26983,26718,26575,26804,29170,28272,26196,23873,21847,,3/24/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20422,19559,19164,18984,19199,19914,20688,21689,22966,23749,23955,23776,23623,23266,22774,22500,22559,22900,24288,26126,25509,24196,22991,21309,,3/25/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20732,20021,19627,19675,20350,22352,24901,25676,26420,27110,27734,27926,28171,28411,28205,28054,27576,27012,27357,29291,28256,26247,23918,21885,,3/26/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20887,20041,19711,19601,20324,22233,24469,25621,26440,27051,27421,27569,27640,27605,27242,26782,26286,25818,26016,27774,26855,25266,23634,21777,,3/27/2009,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20492,19827,19552,19572,20430,22587,25291,26247,26903,27430,27783,27887,28048,28174,28121,27786,27424,26995,27290,29150,28091,26127,23908,21919,,3/28/2009,1
